id,make,model,year,vin,country,owner,currentgaslevel,dailyrate
836,Chevrolet,Express 2500,2004,WA1EY74L78D471623,BG,null,20.11,$143.80
837,Infiniti,G37,2012,2C3CDZAT1FH384202,PH,"""""",14.55,$206.55
838,Chevrolet,Cobalt,2009,WBAAV33481E663890,MX,1.00,4.75,$104.57
839,Subaru,Loyale,1994,WBA3N3C54FK006840,ID,-1E2,5.67,$23.11
840,Mazda,Navajo,1992,WAUGN74F17N424532,HR,-$1.00,11.76,$68.88
841,Chevrolet,SSR,2006,2HNYD18984H398635,CN,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,6.42,$147.97
842,Chevrolet,Monza,1975,WBADR63412G211076,ZA,1E02,5.31,$37.07
843,Bentley,Brooklands,2010,1FTEX1CW8AK683074,ID,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,8.78,$112.03
844,Chevrolet,SSR,2006,19UUA9F28CA719881,GR,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,13.05,$100.85
845,Land Rover,Range Rover,1989,WA1C8AFP2EA636012,BR,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,19.11,$193.91
846,Infiniti,G,2008,4USBU33577L875925,CN,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,5.54,$103.69
847,Buick,LaCrosse,2010,1GYUCBEF9AR175257,UA,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,6.87,$145.83
848,Ford,F250,2012,2T1BURHE3FC122593,CN,␣,14.28,$143.89
849,Isuzu,Trooper,2002,KNAFU6A22B5861765,NL,"__ﾛ(,_,*)",11.58,$103.80
850,Porsche,Cayenne,2005,1G4GC5GG2AF402702,ET,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,15.8,$147.49
851,Mazda,Tribute,2010,1G6AE1RXXF0715973,FR,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,15.84,$166.13
852,Acura,TL,2001,WUADU98E58N637400,ID,œ∑´®†¥¨ˆøπ“‘,21.94,$84.54
853,Suzuki,Esteem,1999,2HNYD2H28DH884175,CN,-$1.00,24.96,$52.52
854,GMC,Yukon,1993,JTDKN3DU4A0264428,BR,1E02,13.76,$208.24
855,Chevrolet,Aveo,2004,WDDGF4HB1DF419266,KH,'',1.41,$82.83
856,Buick,Electra,1988,JN1BY1PR5FM051431,CN,!@#$%^&*(),6.16,$224.55
857,Mazda,MPV,2006,WAUUL98E86A461816,HT,1/2,4.73,$188.36
858,Ford,F150,1999,KNAFK4A68E5452137,UA,../../../../../../../../../../../etc/passwd%00,21.0,$122.27
859,Honda,Element,2007,2HNYD18815H928601,PH,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",17.03,$239.41
860,GMC,Vandura G3500,1996,WBANU5C53AC397568,BR,$1.00,2.52,$80.16
861,Mercury,Monterey,2004,WP1AA2AP5AL463868,PL,null,17.15,$90.80
862,Mazda,B-Series Plus,2003,WBSKG9C56DJ555110,BR,1'; DROP TABLE users--,9.23,$218.10
863,Volkswagen,Touareg,2011,2T1BURHEXFC133557,SE,​,2.76,$40.06
864,Maserati,Spyder,2003,KNADH5A34A6281215,PE,‪‪test‪,13.3,$165.92
865,Cadillac,DeVille,1994,WBAVA33558K564106,CN,1.00,13.95,$58.85
866,Chevrolet,Corvette,2005,2C3CA6CT1AH837330,UG,１２３,0.19,$112.73
867,Hyundai,Tucson,2011,JM1CW2BL3E0866524,MK,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,1.75,$64.91
868,Mazda,MPV,2005,4T1BK1EBXEU073679,SE,1E+02,2.23,$49.84
869,Toyota,Prius c,2012,2C3CCAAG2DH929408,PL,-1E2,23.88,$45.43
870,GMC,Safari,2001,JM1NC2PF3F0482362,EG,⁦test⁧,1.24,$228.73
871,Ford,Taurus X,2009,1G6DH8E33E0040255,RU,Ω≈ç√∫˜µ≤≥÷,23.43,$102.83
872,Toyota,RAV4,2009,1D4PT5GK7BW852634,PL,1E02,12.53,$87.00
873,MINI,Cooper,2003,1YVHZ8BHXC5159779,CN,‫test‫,4.6,$238.23
874,Toyota,Camry,2011,SCFAB22322K442496,ID, test ,9.18,$187.22
875,Mercedes-Benz,E-Class,1989,WAULT68E85A090620,ID,"""'""'""''''""",20.98,$98.30
876,Lexus,IS,2007,2T2BK1BA8DC904457,CN,｀ｨ(´∀｀∩,6.83,$82.40
877,Volkswagen,GTI,2011,WDCGG5GB2BF855582,ME,᠎,17.19,$196.39
878,Toyota,RAV4,2006,WAU32AFD8FN747104,CN,1E2,17.63,$186.51
879,Volkswagen,Jetta,2010,1GYEC63N56R386114,US,田中さんにあげて下さい,14.09,$244.33
880,Ford,Contour,2000,WBADW3C57DE719597,CN,"<>?:""{}|_+",16.43,$131.66
881,Mercedes-Benz,CL-Class,2010,WAUGL78E28A497330,GR,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,17.74,$91.14
882,Kia,Sedona,2008,WVGAK7A98AD662998,SE,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",7.46,$42.76
883,BMW,3 Series,1996,SALVP1BG9EH291102,GT,１２３,9.35,$240.21
884,Ford,Fairlane,1966,1G4CW54K644002348,VN,1E+02,4.39,$231.62
885,Oldsmobile,88,1998,19UUA9F77CA592620,GR,הָיְתָהtestالصفحات التّحول,8.59,$77.44
886,Lincoln,MKS,2009,5N1AR2MM1EC179847,PH,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,3.02,$85.44
887,Oldsmobile,Silhouette,2003,5N1AR1NB8AC447102,IL,"""'""'""''''""",25.24,$95.35
888,Mitsubishi,Truck,1985,JN1AZ4EH1AM799803,OM,"""""",21.42,$110.37
889,Mitsubishi,Diamante,2005,SALSF2D45BA396027,CO,・(￣∀￣)・:*:,2.35,$48.30
890,Buick,Century,1993,1ZVBP8JS0C5104494,BJ,åß∂ƒ©˙∆˚¬…æ,3.36,$35.12
891,Mazda,CX-5,2013,1G6DA67V890448635,CN,1'; DROP TABLE users--,25.77,$121.59
892,BMW,Z4,2011,WAULFAFR7BA544402,RU,⁰⁴⁵,18.57,$142.91
893,Ford,F-Series,1992,WBA5A7C57FD163018,PH,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,3.39,$70.90
894,Lexus,ES,1992,1C4SDJCT4DC998571,MA,1.00,8.6,$62.20
895,Oldsmobile,Bravada,1998,5J8TB3H59GL449731,US,../../../../../../../../../../../etc/passwd%00,9.01,$57.23
896,Mitsubishi,Montero,2005,3VW507AT7FM209746,UA,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,8.12,$160.52
897,Ford,Mustang,1985,WBXPC93449W068467,CZ,😍,3.46,$57.34
898,Isuzu,Rodeo,1999,2T1KE4EE8AC182933,CN,😍,7.28,$52.17
899,Audi,S6,1995,3D73M3CL7AG173977,CN,🐵 🙈 🙉 🙊,2.37,$63.15
900,Dodge,Ram 1500,2004,1VWAH7A30CC148891,SD,1,10.46,$152.49
901,Hyundai,Sonata,2013,KNADH4A35A6262652,BR,הָיְתָהtestالصفحات التّحول,17.98,$57.59
902,Chevrolet,Lumina,1994,JH4DC43501S009888,CN,和製漢語,2.69,$194.86
903,Lincoln,Town Car,1987,19XFA1E37BE277917,CN,NIL,4.69,$84.57
904,Aston Martin,DB9 Volante,2006,1N6AD0CU0BC719027,CN,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,3.55,$41.33
905,Ford,Galaxie,1964,5LMCJ1A98FU999829,CZ,１２３,8.08,$126.61
906,Ford,F250,2004,3GYFK12299G047958,GR,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",16.19,$180.04
907,Mercury,Tracer,1999,WAUBH54BX1N590011,GR,"""""",15.57,$109.85
908,Dodge,Ram Wagon B150,1992,3N1CN7AP4DL506784,AM,../../../../../../../../../../../etc/passwd%00,8.8,$239.49
909,Jeep,Grand Cherokee,2007,1FMJK1JT8FE923215,PL,"""""",19.93,$86.84
910,Chevrolet,S10,1997,WVWGU7AN6CE210518,KG,₀₁₂,4.13,$67.25
911,Chevrolet,Suburban 1500,2003,WAUAF78E07A423416,CA,-1E+02,9.34,$30.87
912,Dodge,Viper,2000,5GADV231X7D411865,CN,¡™£¢∞§¶•ªº–≠,5.23,$22.40
913,Mitsubishi,Montero,2006,WA1C8AFPXEA580949,BR,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,13.71,$110.08
914,Suzuki,XL7,2008,JM1GJ1T65F1533109,CN,社會科學院語學研究所,17.98,$30.23
915,Lincoln,Mark VIII,1998,WAUDFAFL6CN831434,ID,',10.94,$106.07
916,GMC,Envoy,2009,TRUXD38J791001967,MV,-1,23.24,$181.45
917,Mazda,626,1983,WAUGL98E07A332029,JP,​,13.61,$51.68
918,BMW,M6,2007,1GYEE437890716627,CN,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,23.55,$209.85
919,Mitsubishi,Truck,1991,KNAFZ6A39F5357004,RU,-1E+02,18.31,$122.26
920,Hyundai,Veloster,2012,KMHDB8AE8AU875661,RU,,21.54,$175.60
921,Kia,Rondo,2010,WBAXG5C5XCD197011,CN,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,1.26,$152.08
922,Mercedes-Benz,R-Class,2009,1G6AH5RX1F0021834,PL,"""""",9.33,$97.96
923,Honda,Prelude,1995,1ZVBP8AM7D5323097,JP,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,24.28,$90.33
924,Isuzu,Hombre Space,1999,WBAGL63585D865604,IR,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,2.0,$163.72
925,Chevrolet,2500,1995,4T1BF3EK4AU475885,PE,​,9.12,$78.19
926,Toyota,Camry,2001,5J6TF1H39CL386012,PL,!@#$%^&*(),11.7,$23.03
927,Geo,Storm,1993,5N1AN0NW6DN532828,CN,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",3.79,$58.98
928,Land Rover,Range Rover,1993,WBAEV53424K041143,BO,‪‪test‪,1.07,$158.65
929,Dodge,Ram 3500,2008,2C3CDYCJ0DH703446,KM,1.00,24.83,$227.22
930,Lexus,RX,2006,1GD21ZCG2DZ705818,RU,١٢٣,1.99,$212.16
931,Porsche,968,1995,WAUEH54B01N669393,BR,​,8.56,$173.69
932,Dodge,Neon,1999,1GYFC43599R045540,IT,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,4.58,$170.97
933,Land Rover,Sterling,1991,1G6DE8E56C0253109,ID, ,14.07,$116.50
934,Mercedes-Benz,E-Class,2007,WBAYF8C50ED753208,ID,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,16.19,$216.72
935,Mitsubishi,Montero,1992,1GD312CG3EF928416,FR,울란바토르,7.91,$217.55
936,Chevrolet,Express 3500,2005,WBAKF5C51DJ100603,CN,‪‪test‪,10.54,$104.71
937,Acura,RDX,2007,SCFEBBDL0EG120204,SE,0/0,0.93,$83.48
938,Mazda,CX-7,2009,SCFEBBBC4AG330091,FR,1/2,10.43,$32.42
939,Oldsmobile,88,1993,KMHGH4JH6EU875890,CN,-1/2,6.88,$187.94
940,Buick,Terraza,2007,3C4PDDGG1FT202757,ID,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,2.44,$66.55
941,Lexus,ES,1989,1FTEW1CWXAF745358,PA,１２３,24.76,$54.79
942,Buick,Enclave,2009,5J6TF1H58DL873866,PH,"'""'",14.22,$159.56
943,Mazda,MX-5,1999,WBA3N9C56EK017954,CN,<img src=x onerror=alert('hi') />,14.51,$120.86
944,Chevrolet,Monte Carlo,2004,1YVHZ8BA3A5489733,US,הָיְתָהtestالصفحات التّحول,10.71,$43.34
945,Ford,Econoline E250,1994,1GYS3BEF8ER401611,CN,œ∑´®†¥¨ˆøπ“‘,21.48,$123.49
946,Toyota,Camry Hybrid,2008,1N4AB7AP0EN992420,ID,"""'""'""''''""",24.98,$91.67
947,Pontiac,Grand Prix,1976,2G4WY55J311184062,ID,ÅÍÎÏ˝ÓÔÒÚÆ☃,22.31,$230.39
948,Audi,A8,2004,3D4PH9FV0AT822481,KP,$1.00,11.06,$200.87
949,Chrysler,Voyager,2003,5N1AA0NC2EN603672,AL,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,17.23,$36.79
950,Chevrolet,Cavalier,2000,5N1BA0NE9FN721502,BR,１２３,8.46,$144.46
951,Acura,RL,2010,2T1KE4EE7BC458052,RU,⁦test⁧,12.72,$137.68
952,Mitsubishi,Precis,1986,WAUMK98K39N128154,TZ,和製漢語,23.8,$211.55
953,Ford,Freestyle,2005,SALVP2BG7FH935994,AR,ÅÍÎÏ˝ÓÔÒÚÆ☃,0.97,$91.36
954,BMW,X3,2006,WBA3D5C53EF703468,RU,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,1.11,$230.74
955,Suzuki,SX4,2008,2B3CK8CT6AH231804,PH,!@#$%^&*(),5.67,$196.36
956,Mazda,Protege,1995,5J8TB3H31GL589402,TH,test⁠test‫,7.71,$70.00
957,Ford,Fiesta,2011,5J8TB2H20AA200382,UA,١٢٣,5.21,$96.40
958,Land Rover,LR2,2012,WBAEV53493K527737,PS,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,20.8,$31.69
959,Suzuki,XL7,2007,2C3CCAFJ3DH674515,TN,😍,6.0,$245.71
960,BMW,8 Series,1996,3D73M3HL5BG703146,NG,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,8.84,$160.65
961,Oldsmobile,LSS,1998,WDDHF7GB6EA752763,ID,"<>?:""{}|_+",20.54,$177.34
962,Volvo,S60,2004,19VDE1F52DE126247,ID,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",5.66,$138.50
963,Chevrolet,Camaro,2011,1G4PN5SK7C4166309,US,œ∑´®†¥¨ˆøπ“‘,11.53,$133.60
964,Pontiac,Sunfire,1995,WBAPH5C54AA864635,TH,⁦test⁧,2.82,$225.71
965,Nissan,Pathfinder,2010,3C3CFFFH6FT663357,CN,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,8.93,$58.57
966,Lincoln,Town Car,1992,3VW217AU6FM046239,PE,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,17.33,$180.06
967,Toyota,RAV4,2007,JN8AZ2NE4F9651151,AF,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",10.55,$94.23
968,GMC,Jimmy,1998,SALFR2BG4DH155544,CN,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },4.25,$34.87
969,Cadillac,DTS,2010,2HNYD18744H757199,SE,00˙Ɩ$-,23.15,$24.59
970,Infiniti,G,1994,5FRYD3H87EB966534,CN,部落格,21.03,$148.02
971,Buick,LeSabre,1996,WBAEN33443E678553,MK,1/0,14.19,$28.84
972,Mazda,Mazda6,2009,1FTEX1CM0CF943459,CN,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,23.92,$29.92
973,Toyota,Tundra,2007,WBASN2C54AC363606,KE,₀₁₂,25.72,$129.81
974,Pontiac,Grand Prix,1992,5N1AR1NBXCC704957,RU,１２３,15.72,$133.33
975,Cadillac,Escalade,2011,JTEBU4BFXCK093586,SE,"'""'",12.79,$212.47
976,Chrysler,PT Cruiser,2008,SCBBP9ZA4DC808329,PS,$1.00,23.02,$35.14
977,Mitsubishi,L300,1990,KMHTC6AD4FU245812,CN,울란바토르,8.13,$52.34
978,Hyundai,Tiburon,1999,WBABV13455J527240,PT,１２３,6.1,$249.35
979,Hyundai,Accent,2004,3C63D3LL2CG050155,CN,١٢٣,10.24,$205.43
980,Chrysler,New Yorker,1993,4T3BA3BB1EU675543,MY,"""'""'""''''""",7.72,$118.93
981,BMW,8 Series,1993,SCFHDDAJ9CA324148,AX,../../../../../../../../../../../etc/passwd%00,16.42,$144.60
982,Audi,A8,2012,WBAWV53578P853723,US,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,14.63,$198.00
983,Mazda,MX-6,1997,WBANE73547B036048,CN,-1E2,17.53,$49.92
984,Saab,9-2X,2005,1FTSW2A56AE291182,CN,-1E+02,18.03,$35.27
985,Honda,Passport,2000,3C3CFFDR2ET705176,ID,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,21.1,$247.36
986,Dodge,Colt,1993,ZFBCFADH2FZ229000,CN,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,13.24,$60.96
987,Aston Martin,Virage,2012,3VWML7AJ6DM493188,ID,⁦test⁧,18.84,$50.52
988,Chrysler,Concorde,1994,1D7CE3BK6AS081841,LV,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",18.81,$151.58
989,Ford,Club Wagon,1994,4JGBF2FEXCA633699,PH,1;DROP TABLE users,8.25,$146.30
990,Subaru,Legacy,2007,SCFAD06D59G706082,CN,田中さんにあげて下さい,22.18,$153.44
991,Oldsmobile,Cutlass Supreme,1996,SAJWA2GZ4E8134415,MX,() { 0; }; touch /tmp/blns.shellshock1.fail;,13.68,$191.65
992,Kia,Sorento,2007,1G4GD5EG9AF058530,CZ,1/2,11.88,$50.20
993,Audi,Allroad,2005,1FTMF1EW1AF923795,ID,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,15.4,$249.09
994,Lamborghini,Diablo,1993,WBAEK13426C961594,CZ,',4.53,$234.14
995,Austin,Mini Cooper,1961,WBSWL9C53AP952778,NI,"""",13.64,$201.22
996,Mercedes-Benz,Sprinter 2500,2011,1HGCR6F33FA765957,AZ,0.00,15.41,$55.24
997,Chevrolet,Lumina,1999,5XYKT3A65FG946747,FR,　,22.26,$177.77
998,Suzuki,SX4,2008,SALAC2D41AA796511,RU,🐵 🙈 🙉 🙊,7.82,$73.82
999,Mitsubishi,Eclipse,2004,1G4GL5G39DF530100,MY,null,16.37,$66.69
1000,Dodge,Viper,1996,WBAEW53493P347044,TH,nil,7.57,$149.85
